,xs,ys,artists,songs
51,-2.745400569928345,2.4846646108008965,Sun Yan-Zi,You Don't Really Love Me
52,-4.101775835038802,-0.09051377071755513,Black N Blue,I'll Be There For You
53,0.6917489812522072,2.9280031962147626,Zuco 103,Garganteiro
54,3.7309171577323967,-1.3170997442898396,Badfinger,Got To Get Out Of Here (Album Version)
55,4.543958393812157,3.960567757406929,Gibonni,ANEO U TEBI
56,-4.928434862924774,-5.984770921925187,Dierks Bentley,Come A Little Closer
57,-3.1472453395271556,0.8704642979729124,Boxcutter,Bug Octet
58,1.9814835933364867,-2.741188757773109,The Brand New Heavies,State Of Yo (Feat. Black Sheep)
59,1.5461906670213754,4.138798500796698,Frank Ifield,Did I Remember
60,9.048191423861882,1.8437404210394928,Grayson Capps,Washboard Lisa
61,0.3649852063698044,5.649975354378282,The Accident Experiment,Song For You (Album)
62,0.488322656587997,-1.2413589858139247,Ladytron,The Way That I Found You
63,-4.70871503012667,4.57919384378049,Mavado,Me And My Dogs
64,-6.554039570768986,-4.540183635824252,Telepath,Black Dub
65,4.515255717528441,3.333513362719283,Clan Of Xymox,Michelle
66,-7.5493490003407295,0.5495597641019841,Jeans (Mexico),Dentro De Mi
67,-2.0732358359760306,-6.967310767859164,Country Gentlemen,Say_ Won'T You Be Mine
68,-4.932375173668029,4.220849215142707,Main Concept,Live aus Tbingen (feat. Samy Deluxe)
69,-6.373556216825984,-1.9763330176481155,Martina Sorbara,Once I Was Mighty
70,-4.043899681541896,1.9249640288061287,Brian McKnight,Home For The Holidays
71,-0.2609385486461598,4.373932965643515,Les Vulgaires Machins,La Rue Dragon
72,0.86131772372032,4.180705020818312,Allan Sherman,Go To Sleep_ Paul Revere! (Album Version)
73,-5.315478430935779,4.661249143734924,The Fabulous Thunderbirds,Full-Time Lover
74,6.899906256040019,4.244618278792096,Wayman Tisdale,My Only (LP Version)
75,-4.0387659594857475,3.4485552428789243,Ndidi Onukwulu,Weight
76,-5.445490415190712,-2.105395958565192,The Mills Brothers,Is It True What They Say About Dixie
77,5.940443858789839,-1.3037367428166156,Toby Lightman,This Is Love
78,9.00738181926693,1.7637525977990374,STEVE TAYLOR,Guilty By Association  (The Best We Could Find Album Version)
79,7.514244333361376,5.565765748331386,Kool Keith,Sweet Unique Pete (Featuring Black Silver)
80,-7.435790229979106,4.248518295849789,Jan & Dean,Drag City
81,3.4722000757945826,1.0447707913958721,Binomio de Oro,Nuestros amores
82,5.756191931729953,4.058560739819824,Jason Miles,Love Code
83,3.5115705285982206,-2.0932088992052718,Jo Boxers,Just Got Lucky
84,-1.4464482084921215,0.9161912007941004,John And The Bluesbreakers Mayall,I'Ve Got To Talk To You
85,-3.619453755803832,-5.67208571757824,Kathy Mattea,Walking Away A Winner
86,0.8606152387954938,2.527199940822036,Over The Rhine,Ohio
87,-7.337844900192678,4.2234055170174365,My Latest Novel,A Dear Green Place
88,2.2398100977495443,-4.547216228046625,Modern Talking,I'm No Rockefeller
89,-1.5698359811642961,4.696110761578017,Son Doobie,Reinstated
90,-6.825269069697985,0.62072992545147,Seu Jorge,De Alegria Rajou O Dia
91,-2.0934436745346754,-3.2604818209012043,Beres Hammond,Stop Your Hiding
92,-1.0305622807431751,3.0308545286504116,Linda Ronstadt,Silver Threads and Golden Needles
93,0.9174463023643152,4.480202436588697,Matt Redman,Blessed Be Your Name (Sacred Revolution Album Version)
94,-5.782172626999247,3.304065794693852,Nick Ingman,Brass Knuckles
95,-7.420133842360803,0.591955075689575,Tim 'Love' Lee,First Base Bossa
96,4.617813864760224,-6.442819829328946,Busdriver,Unemployed Black Astronaut
97,-4.949692982928928,-1.1486566318450566,Gabor Szabo,The Look Of Love
98,-3.8132960771527777,-2.708873373462312,Extol,The Death Sedative
99,-0.8372260481913824,2.659556671214489,Cracker,Trials & Tribulations
100,4.697191021964327,3.193633796198957,Amerie,Take Control
101,-4.236873309444429,3.5295217258441345,Cirrus,She kills
102,-0.5482310771494417,-5.236447697604097,Bloc Party,Positive Tension
103,-2.635997270239541,6.736836075569737,Jeanette,Baila Conmigo
104,2.0999157644777435,-2.838710969535029,The Black Crowes,Make Glad
105,-2.3879135839531105,3.2472463612818165,Jarvis Church,I'll Rock Your Body (Featuring Cecile)
106,-1.1724674595707187,-0.23537049974432686,Kingdom Feat. Shyvonne,Mind Reader
107,-3.8097231417617294,0.04306525800945667,The Les Claypool Frog Brigade,D's Diner
108,-6.158094379742849,3.349224489901767,Up_ Bustle & Out,Utopian Skank
109,-4.719429045732294,-1.3546252685096183,Caparezza,Inno Verdano
110,5.218554397046666,7.586883124192064,Hindi Zahra,Beautiful Tango (Album Version)
111,-5.696024040295973,-5.750182831588115,Cassandra Wilson,Run The VooDoo Down
112,0.10935920488531227,3.509990144245996,The Automatic,Can I Take You Home
113,-2.6875210873340163,4.712015756324178,Cam'Ron,357
114,-6.855809685356026,2.8671047687532893,Delorean,Stay Close
115,7.516208421325696,-0.20195806688252838,Sarah Chen,Yong Bao Wo
116,-3.450688886905582,-6.849977550782029,Stone Gossard,Fend It Off
117,2.8805270539881342,4.65288751415352,Lil Irocc Williams,Lunchtime (Lil Irocc Album Version)
118,9.32413007379884,-1.2583643663748756,Tonino Carotone,La Noria
119,6.3405384055053045,5.802884865458238,Desaparecidos,Fiesta Loca
120,-3.792961407862184,0.7753509400813912,The Cranberries,Dying Inside
121,-1.8746953400986848,3.9926871867534537,Filarmnica Gil,Deixa-Te Ficar Em Minha Casa
122,-0.7570184118284485,-3.336715500016255,Chulito Camacho,Despierta ya
123,1.836097669764426,0.1081112639912118,Unforscene,In Pursuit Of
124,-7.950990284210021,-1.3568684490945795,The Futureheads,Man Ray
125,-0.5343936061024692,3.2989379380037427,Perrey And Kingsley,Cosmic Ballad
126,-3.3977950370649834,0.4762228832937949,Teenage Fanclub & Jad Fair,Vampire's Claw
127,-6.033854604442579,1.380379208988449,The Housemartins,Joy Joy Joy
128,-2.1985663302608294,-6.568647847699871,Evil Nine,Twist the Knife (Feat. Emily Breeze)
129,3.3417779152339433,0.6861727892823922,Alias,am i cool now?
130,2.0268041820609244,1.8172050528234855,Black Eyed Peas,Shut Up
131,-2.6518870030479778,2.956765612702992,Ike Reilly,The Golden Corner (Album)
132,-7.491618936813033,4.336957578936831,La Mosca Tse-Tse,Que Se Vayan Todos
133,-2.445373292088776,7.2699305640696945,David Lee Garza Y Los Musicales,Me Sabes Querer
134,5.128257073195911,-3.768622178529504,Monster Magnet,Queen Of You
135,-3.0985837573978308,-4.737955471828745,Daryle Singletary,Real Estate Hands
136,1.5394458123087815,-0.5384929707612769,Gary Hobbs,Soando En Ti
137,-6.189542931891273,2.9452451857271447,Jeffrey & Jack Lewis,Art Land
138,6.24927762565843,-4.699983339533982,Lali Puna,6-0-3
139,7.753559376910413,-1.8585980118736545,Rick Ross,A Miracle
140,1.0257408803092145,4.993130835336241,China Crisis,Best Kept Secret
141,5.683336637275692,4.364303935093012,Lightning Bolt,Caught Deep In the Zone
142,-6.382532122461553,5.673349498819088,Chromeo,Bonafied Lovin (Riot In Belgium & Ooh Ee Remix)
143,-1.913311862754682,-0.6352228544176116,Academy of St Martin-in-the-Fields/Sir Neville Marriner,Symphony no. 25 in G minor K 183: Allegro con brio - excerpt
144,-4.800650592900908,2.2508362383459004,Fact,Stretch My Arms
145,-5.840904427454709,4.652526104101239,Morcheeba,Otherwise
146,-8.23813953404464,1.7312408624976345,Michael Bubl,Save The Last Dance For Me [Ralphi Rosario Anthomic Vocal]
147,-8.074032999457993,-2.6900752113335855,The Woodentops,Everyday Living
148,-2.0501890363156403,-4.609418039007733,Lowgold,Dead Sea
149,-1.9626768670851868,-0.17667156633236916,Mark Eitzel,Some Bartenders Have The Gift Of Pardon (2006 Remastered Album Version)
150,1.4511326209123017,-3.8464243729602745,Freddie McGregor,Why Did You Do It (Album Version)
151,4.425040112636435,3.2910496455369502,Ryksopp,Royksopp's Night Out
152,-5.569267435678621,1.3149598083335516,The Red Chord,Send The Death Storm
153,1.9814768292998497,-2.6671310523835925,Andy Palacio & the Garifuna Collective,Baba (Father)
154,-5.281090523194661,4.914667517433676,Angelspit,Make You Sin
155,-1.7316709634041187,-2.15532624514752,New Trolls,Al Bar Dell'Angolo
156,5.735545007564384,7.24038745930859,DJ Shadow,Changeling/Transmission
157,-1.9597822254209596,-0.5428730085175238,The Dead Weather,A Child Of A Few Hours Is Burning To Death
158,-2.5196047260709316,7.124656322534718,Diego Torres,S
159,-4.049489336558633,-0.04943395729056652,Purpleman,Sandra Lee Buy Big House For Me
160,0.8715992976431921,5.904408080251195,I'm Not A Gun,Make Sense and Loose (Ulrich Schnauss remix of I'm Not A Gun)
161,-4.3750397274354125,-5.695680873089459,Andy Tau & Touch Enable Feat. Louisa Allen,Sorry
162,-8.022733428616682,3.3657078006699246,Navid Modiri & Gudarna,I Vntan P Stormen (Featuring Harriet Ohlsson)
163,-0.4004229522508496,-3.0154076128246907,Missy Higgins,Forgive Me (Album Version)
164,-5.253731004491088,8.209439643346084,Gina Sicilia,You Set My Heart on Fire
165,-1.9605128116744504,5.7052634292701345,The Lemonheads,(My Drug) Buddy (LP Version)
166,-3.981224758492132,3.8654767798087177,Rupaul,Miss Lady DJ (LP Version)
167,-3.227327296712763,-5.233000434883393,Johnny Rivers,Lawdy_ Miss Clawdy (Live) (1995 Digital Remaster)
168,-6.416114329787328,-4.685370906271171,Compay Segundo,Silencio (Directo RNE)
169,7.344624262047714,-1.8075366488824975,Beth Hart,Spiders In My Bed  (LP Version)
170,-4.102539202352466,-0.09066269110936266,Junior Delgado,Fort Augustus
171,-0.941189240245259,4.663358726427995,Tom Waits,Sea Of Love
172,-6.9236061683608146,-0.7205721234185092,Further Seems Forever,Say It Ain't So
173,6.447333753611228,0.6717734542535488,Christina Aguilera,Come On Over (All I Want Is You)
174,-2.3976576505549407,-1.0143720672835894,The Roots,The Spark
175,6.60128480268334,-4.02675856290617,Kanye West / Mos Def,Drunk and Hot Girls
176,4.579380892478683,3.1962777158474394,Two Dollar Pistols with Tift Merritt,One Paper Kid
177,-4.23375489420849,1.0842224104360134,Carl Thomas,I Wish (Album Version)
178,0.8204514944868628,5.158902929264496,Efecto Mariposa,Indiferente
179,3.886141710398885,7.129597593296416,The Hot Puppies,Somewhere
180,-5.764332399253862,4.809451933598613,Technicolour,Endless
181,-6.321832115682273,-3.8371489516898847,Krayzie Bone featuring Kelis,I Don't Know What
182,-0.1230905905779316,8.922582269448446,Lunik,Sentimento
183,0.9303842376326612,-7.363818486071578,Rammstein,FRHLING IN PARIS
184,-7.70372529037807,4.582895427455793,Big Brother & The Holding Company;Janis Joplin,Roadblock
185,-3.3775336984881723,4.810182753134631,Acorps de Rue,Selekta Rgis
186,-1.14644939076748,0.4736156436909252,Cara Dillon,The Parting Glass
187,7.301662021957422,-4.56428380582024,Angela Johnson,On My Way
188,-1.531106572465934,2.329221749261623,SOJA,True love
189,-2.2969670685057575,4.813784514367397,Esser,I Love You
190,4.06835962060961,-7.56521582308248,Anna Karina,Sous Le Soleil Exactement
191,9.067607750312332,1.98980626096681,Beth Nielsen Chapman,Emily (LP Version)
192,2.3012865944903806,1.3699816430520015,Bloodstone,This Is Me!
193,3.2613153609125303,-0.5488551169866013,Nightrage,Surge Of Pity
194,3.5555275890436913,-6.526715020700196,Matmatah,Dernire journe en mer
195,-2.2642873892115487,-1.038684880348529,Corinne Bailey Rae,Till It Happens To You (Live At Shepherds Bush Empire)
196,-2.371850870504196,2.52121399407705,Mike Dillon's Go-Go Jungle,The Voyeur
197,-5.138725969167444,6.4587701523944565,Spider Rockets,Something More
198,7.842530721356986,-1.6164151732278182,Karan Casey,Shamrock Shore
199,0.08641513121937795,6.135511937900628,Milanese,Mr. Bad News (Clark Remix)
200,4.676414715614486,5.947835879201229,Krishna Das,Om Namo Bhagavate Vasudevaya
201,6.531966354669275,1.0282315968071452,Tlphone,Ex-Robin Des Bois
202,-3.7535198166258734,-3.23529065298427,Epic Hero,Some Christmas Morning
203,-6.646212179953707,3.0470613074825135,Los Llaneros De La Frontera,La Ley Del Monte
204,-2.8185515884978,2.6043612325137975,The Real Booty Babes,My Funky Tune
205,4.644074256243847,4.896746500460166,Corde Oblique,Barrio Gotico
206,3.3134417001626564,4.177760437556201,Navajita Platea,Se Termin
207,2.5450367112284926,1.1540605596102969,Tim Finn,Rearview Mirror
208,-1.5741975394213081,-7.006621181768897,LOFOFORA,Srie B
209,-2.236865588880373,2.406582771695773,Strangeways,Heartbreak Zone
210,-4.611253824441919,-7.448564115108954,Will Downing,Just Don't Wanna Be Lonely
211,-1.2366958540332507,3.2243974058010143,Justice,Stress (live version)
212,-6.878401283385084,2.86649363109943,Sia,So Bored
213,5.167602709237699,1.5951993511984748,Tritonal,Utopia
214,8.047355402506959,0.5527968598734447,Loriod Yvonne_Ensemble Intercontemporain_Olivier Messiaen_Pierre Boulez,Un Vitrail et des Oiseaux
215,-1.5066065478028856,6.17654694550296,Ry Cooder,He Made A Woman Out Of Me
216,-4.207607220022205,1.107697839002896,Marc Anthony,I Need You
217,-5.300198391989097,0.5567049438916192,LU,Maldita Estupidez
218,3.1206487216481293,4.051263451235577,Van Der Graaf Generator,Ponker's Theme
219,7.67416361790649,-4.298601079090702,Rodrigo y Gabriela,Master Maqui (featuring Strunz & Farah)
220,3.691782435752016,-7.222216209917844,Nitzer Ebb,Living Out Of A Bag
221,-4.053886227457506,-1.4237488097562572,Matt Wertz,Yesterday Morning
222,1.0637635221085042,1.2097136056505835,Kero One,Windmills Instro (Instrumental)
223,3.694573848326293,1.3505068720115978,Sofa Surfers,No More Bonjour
224,-4.8963019813443776,2.413116988447495,xLooking Forwardx,Good Intentions
225,0.16409609685643814,-4.082886638006128,Sneaker Pimps,Spin Spin Sugar
226,3.874153276365999,-2.3652103323557223,La Gran Orquesta Republicana,Perdido
227,1.325813427263356,4.084928153985057,No Fun At All,Second Best
228,-3.527948877606459,-1.4135145108535798,Fred Eaglesmith,How's Ernie
229,-2.092944514533056,-0.8821849351412183,The Promise Ring,Living Around
230,-7.500729710197411,4.338864782316569,Ben Taylor,Nothing I Can Do
231,-1.984996739692,3.3079002584937416,Zolof The Rock & Roll Destroyer,Say Say Say (Featuring Aaron Barrett of Reel Big Fish)
232,-5.116403490128915,-0.22433364800472344,Alphaville,Parade
233,1.3947235926152732,-0.40306273638343776,Pierre Perret,Frre la Guillaumette
234,-4.766530099910785,-7.85789875731548,Bebel Gilberto,Samba Da Bencao - 4Hero Remix
235,-3.090496276524376,-0.6420264076627745,Travis,Funny Thing
236,-2.336693481097941,1.2723978181064757,Greater Vision,Just One More Soul
237,8.206882513350575,-3.232216418977187,C-Mon & Kypski feat. Wouter Hamel,Make My Day
238,2.26216970006071,-6.458517202061904,David Sanborn,hObbies
239,2.8157141664413023,4.991903085051707,Rancid,Golden Gate Fields
240,5.902561722530186,6.865127801456914,Joe Cocker,Boogie Baby (LP Version)
241,4.8591348153003,-3.8401597471350097,Great American Taxi,Tough Job
242,6.514078115628644,-2.3011735531803112,Mississippi John Hurt,Funky Butt
243,7.769924232268717,1.685869133270657,Eat Static,Survivors
244,2.7674268363153,5.09973641691923,Joe 90,When You Arrive
245,8.034575678114171,-4.981456966301876,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit)
246,0.4920844394749012,-4.165550040956004,Janet Jackson,Intro
247,3.7061795829445896,-2.824968299008636,Ministry,Faith Collapsing (Album Version)
248,2.4141076308788336,3.834394319460994,Alborosie [feat. The Tamlins],Inna De Garrison
249,3.0384288575563443,3.773851914573203,Peggy Lee,Because I Love Him So
250,-0.871516249222377,-8.30612350867045,Sondre Lerche,Words And Music
251,-7.4585861462641745,4.304121515063716,Icon Of Coil,Everything Is Real (Isle of Crows Remix)
252,0.7987497568581181,5.3287195417682245,Sarah McLachlan,Wear Your Love Like Heaven
253,-3.0224119601584167,-5.130811832793626,Incognito,Metropolis
254,7.149160354532008,-0.7190939075451336,Nice & Smooth,Gold
255,1.6031746481824687,2.5775493311762814,DJ Deeon,OK
256,-3.9615044437534976,2.514969695575296,K-Otix,Legendary
257,-1.9429195387390137,-0.8427538709272041,The Offspring,Next to you
258,-3.6257894367157313,-5.9076120117096655,Deerhoof,Bendnin
259,-4.210808199017997,4.013612708254372,Keith Sweat,Too Hot (LP Version)
260,1.3036919057365817,-5.3917241763288875,Myriam Hernndez,Peligroso Amor (2004 Digital Remaster)
261,1.3244940379726786,-5.288636042702834,Monk Hughes & The Outer Realm,Master Wel's Tune
262,-0.9033901128170068,0.5737088409920778,Voodoo Glow Skulls,Love Letter
263,-7.404193956144525,-5.440205588727665,Jeff Foxworthy/Bill Engvall/Ron White/Larry The Cable Guy,Redneck Jokes (Album Version)
264,-4.739300511928829,-0.09907774298512577,The Gants,Summertime Blues
265,-2.18039347597995,-0.6652390685533804,SKOLD vs. KMFDM,All Or Nothing
266,2.4199614873591972,0.3836842397329254,Clutch,Big News I (LP Version)
267,3.6553022198634704,-7.108447548496052,Japan,Gentlemen Take Polaroids
268,1.56870939550227,2.5682738714909368,Bad Religion,Sorrow
269,4.639671275814467,-6.087329637351561,Vic Chesnutt,Rustic City Fathers
270,-1.4625767458352912,1.1901828545179087,Cheb Mami,Bent Bareh
271,9.080245248326625,1.9972890308061608,Johnny Clegg & Savuka,Bombs Away
272,-1.5483665449870627,-2.29883920885882,Cazuza,Boas Novas
273,-0.6938551695561224,-1.8445549618075336,Charlie Hall,Holy Heart (On The Road To Beautiful Album Version)
274,-0.3666969565557524,0.24719613584652655,Arctic Monkeys,Red Light Indicates Doors Are Secured
275,3.9428717690866786,-3.589303396565268,Assassin,Note mon nom sur ta liste
276,1.5761620796748002,2.098797167230136,Hey Hey My My,Not  Fun Anymore
277,1.9757584043075769,2.2349892784259566,Drowning Pool,Duet (Explicit)
278,-1.914867321365152,5.597360328663099,Jah Cure,Songs Of Freedom
279,2.344357292446733,4.20218892466366,7 Year Bitch,8-Ball Deluxe
280,-1.4543822768702237,1.166039092704174,BOMB THE MUSIC INDUSTRY,Bomb the Music Industry! (and Action Action) (and Refused) (and Born Against) Are Fucking Dead
281,-4.056882060397606,-5.84881258803775,Mediengruppe Telekommander,Mein Herz (Live)
282,6.091828639371439,2.315340586033764,New Edition,Hear Me Out
283,-5.621242786735626,2.2777590883268997,Bo Bice,Valley Of Angels
284,-5.1772609281443005,4.846327756654213,Sharon Jones & The Dap-Kings,You're Gonna Get It
285,4.680738370349352,-0.6451212283526724,Chabuca Granda,Coplas a Fray Martin
286,-2.146956941496376,7.546764590048598,The Slackers,Mush One (Spoken Word)
287,4.278176141415536,-7.683727251210336,Peggy Lee,Music! Music! Music!
288,-5.8549966698414035,-2.4173236887365848,Brooklyn Funk Essentials,Blow Your Brains Out
289,4.585497083836574,0.8464761010911698,Niccol Fabi,Dica
290,5.519408267261789,0.5436109050722109,The Elders,Dig Me A Hole
291,5.263499423649683,2.963918384824452,Brian Free & Assurance,Deep Water
292,-6.424839966570668,5.829644580291124,Soklak,Instable Equilibre
293,-6.279359933060225,-3.866000886488444,La Troba Kung-F,Stop blood
294,-0.8089116816037953,-4.169063766583226,Jade Ewen,It's My Time
295,4.5372238907247056,-4.713928323346999,CRW,I Feel Love
296,-1.2106412710846168,4.939168614318375,Billy Fury,I'm Lost Without You
297,7.513938470472802,5.5604386329385616,Pillar,Lose It All
298,0.06645699557846008,8.844177407596403,Jackie Greene,Ghosts of Promised Lands
299,-3.2756444092428545,-1.7365997254076344,The Muffs,Pennywhore (Album Version)
300,3.8446995137309727,2.9218768928186254,Hari and Aino,Your heartache and mine
301,1.676622982852361,-0.11955192152768356,Lhasa De Sela,Con Toda Palabra
302,-8.950381150884342,1.7531604361682298,Thieves Like Us,Forget Me Not
303,-2.8419090636445645,4.097966144475199,Jennifer Lopez,Play
304,-3.927319009489924,-3.4994837450419802,Tongue N Cheek,Tomorrow
305,-7.349773202841331,-5.501267631905501,Osaka Monaurail,Chocolate Butter Milk
306,5.2284160551004,-7.572344122422223,Alton Ellis,Remember That Sunday
307,-0.20895246979518894,-4.404360882591045,Disiz,Le Monde sur mesure
308,-6.0853063457400856,-1.3327899835189028,Caparezza,Annunciatemi Al Pubblico
309,5.616961425488257,7.416593864742808,Jean Knight,Helping Man
310,5.449075552821343,7.567840842958594,Ted Leo and the Pharmacists,One Polaroid A Day
311,-4.37322795034855,-6.113007231485297,The Meters,Cissy Strut
312,8.77378054808017,-1.5618599670112219,Charlie Musselwhite,Way I Feel
313,-6.501904084148062,-1.2095316650921253,Karrin Allyson,Nature Boy
314,8.570546857718837,-1.276290796014507,Shub-Niggurath,Incipit tragaedia
315,-4.817785028231264,-4.265695782696878,The Wave Pictures,Strange Fruit For David
316,-5.266799191458447,2.5950491693587363,Siobhan Donaghy,Don't Give It Up (Hypnolove Remix Dub)
317,5.097874413646198,-1.6897259038350683,Mara Tremblay,Le printemps des amants
318,-5.6285948371254175,2.3012757147799547,Philip Bailey,Keep Your Head To The Sky
319,3.3615271299153204,1.2855448623163748,As Tall As Lions,The Carousel
320,-1.6843532045587044,8.863922482211994,Darla Farmer,The Apology
321,-7.350263086420413,-5.49913807391577,Maroon 5,Tangled
322,1.8453749750369448,4.146939343294624,Keyshia Cole,Was It Worth It?
323,7.36451235076022,-3.3189672149682847,Ben Ricour,Cinq Minutes
324,-1.9138752052701025,-0.6459943140248168,Gaither Vocal Band,Because He Lives (Love Can Turn THe World Album Version)
325,0.524379654996391,6.819642137367951,Jarabe De Palo,Mucho ms_ mucho mejor
326,5.839607905061442,3.751677417041832,Anais Mitchell [feat. Ben Knox Miller and Justin Vernon],Wait For Me
327,-5.387524101358559,-2.8758006423975457,Tha Eastsidaz,Mac Bible Chapter 211 Verse 20-21 (feat. Mac Minista)
328,-2.434437699414888,-3.740106098458284,Ghymes,Szp jel
329,-1.8820471790842903,6.214139381848729,Cartola,Festa Da Vinda
330,-3.763134146926804,-1.8837440959078628,Azure Ray,Beautiful Things Can Come From The Dark (Album Version)
331,-1.0758444435118375,-3.976818565288992,Barry Manilow,I Am Your Child
332,5.8862850067832895,3.5980862823324817,Adam Faith,Wonderful Time (1997 Digital Remaster)
333,0.7179766685404986,5.644927964559959,David Lee Roth,Stay While the Night Is Young
334,0.513809853727703,0.5229709028443768,Heavy D & The Boyz,Sister Sister
335,-5.411520916911832,-3.5599633721919184,Ayo,Help Is Coming
336,6.568150180789219,-1.8127130529429705,Steve Cole,Thursday
337,2.3962842214818805,1.4527340597964797,Eagles,Please Come Home For Christmas
338,-1.7179159274564775,0.943536744990761,Bunny Wailer,Survivors
339,-2.787425439859515,-4.929534101607917,Marty Haugen,Love Is Flowing
340,-0.3187609943115367,-3.31467454807579,STEVE CAMP,Don't Tell Them Jesus Loves Them
341,-0.9671713630249122,8.411131710842396,Kid Koala,Roboshuffle
342,-0.4792064227077716,3.1480926068784054,Wayne Newton,Charade (Digitally Remastered 99)
343,5.114786114898371,-0.6621965225030824,Jennifer Knapp,A Little More (Lay It Down Album Version)
344,3.829221467236201,2.3782644346932784,Tri Sestry,Homosexual
345,2.9322467519239117,8.862385493975978,Outlandish,Look Into My Eyes
346,2.31384383644872,1.9561924896195433,Sera Cahoone,Seven Hours Later (Album)
347,2.951667658168686,-5.6812078169772535,Snoop Dogg / Lil Jon / Trina,Step Yo Game Up
348,1.274338998387346,4.619323048816592,The Hollies,I Can't Tell The Bottom From The Top
349,5.289868597591095,1.6854770281617177,Peter Hammill,Birthday Special
350,3.993876729600672,3.2311096521642884,Fear Factory,Digimortal (Album Version)
351,-0.6840735367055553,6.74851310922634,Gloria Gaynor,Careless Whisper
352,1.521534727000851,-4.341916998993248,Los Straitjackets,Tu Te Vas
353,-6.703235802119526,5.984252518766914,Tony Rebel,Celebrate Life
354,1.5025236942737035,-5.792766244856756,MC Lars,No Logo (Featuring Jesse Dangerously)
